Date,Close,High,Low,Open,Volume
2001-07-18,4187211036682129.0,4310718898052469.0,4.1329882627771096e+16,4307706554949029.0,21115156.0
2001-07-19,4247459888458252.0,4247459888458252.0,4136001968872653.0,4172150394434525.0,12514280.0
2001-07-20,4172149181365967.0,4235409281483158.0,4154074824329406.0,4217334924446598.0,13491148.0
2001-07-23,4241435527801514.0,4277583956151157.0,4142026976062931.0,4154076352505596.0,11093870.0
2001-07-24,4277581691741943.0,4277581691741943.0,4.1932352042285624e+16,4217334243378313.0,8044230.0
2001-07-25,4.093828678131104e+16,4262522344824359.0,4084791645567533.0,4.247460324863416e+16,17351292.0
2001-07-26,4096839427947998.0,4145037510721831.0,4075752729356756.0,4099851471722153.0,13871738.0
2001-07-27,4024544715881348.0,4126965935037457.0,3.997433313435288e+16,4099854233569674.0,11011840.0
2001-07-30,4105876922607422.0,4.154075010854736e+16,4063703520635634.0,4069728505932713.0,13772087.0
2001-07-31,4214322566986084.0,4214322566986084.0,4.075752995217076e+16,4.105876724160305e+16,15318024.0
2001-08-01,4292645454406738.0,4310719515616712.0,418721163655233.0,4214323326410478.0,16215193.0
2001-08-02,428360652923584.0,4304692926126615.0,4205284729434232.0,4217334099086103.0,13395264.0
2001-08-03,4235410690307617.0,4301683155471519.0,4235410690307617.0,4301683155471519.0,5992336.0
2001-08-06,4322768688201904.0,4322768688201904.0,4226372211136784.0,4238421882903009.0,12846658.0
2001-08-07,4.280596256256104e+16,4301682962362625.0,423239815630452.0,4295657975602457.0,6151015.0
2001-08-08,4205287456512451.0,4283609307104835.0,4175163414804731.0,4280596962738398.0,10294708.0
2001-08-09,4120937347412109.0,4184197729575024.0,4102863294247231.0,4166123377388685.0,11110129.0
2001-08-10,4096839427947998.0,4199260279087015.0,4066715700969732.0,4126963154926264.0,11806069.0
2001-08-13,4117928981781006.0,4145040384761787.0,4069730865588123.0,4145040384761787.0,9175744.0
2001-08-14,4247459888458252.0,4265534250750002.0,4.1450390005077144e+16,4157088675042757.0,15467127.0
2001-08-15,4247459888458252.0,4247459888458252.0,4247459888458252.0,4247459888458252.0,0.0
2001-08-16,4142024993896484.0,4.2052850870123e+16,4111900969162377.0,4202272445321683.0,13353765.0
2001-08-17,4039605140686035.0,4.181186776066666e+16,4009481108542293.0,4169137103404853.0,24444191.0
2001-08-20,4036592483520508.0,4057679186335526.0,3.964295344878263e+16,4009481093907364.0,7829332.0
